id;language;source;text
4345;ca;avui la janetsanz ens ha visitat a bxl per parlar de com afecta l especulacio immobiliaria i el blanqueig de capitals a les ciutats i especialment al preu de l habitatge acabar amb les golden visa que atorguen la ciutadania a canvi de comprar un immoble es urgent ;Today, Janetsanz has visited us to bxl to discuss how real estate speculation and money laundering affect cities and especially the house price to put an end to the golden visa granted by citizens in exchange for buying a property is urgent
4346;es;enhorabuena pepualcalde juntos vamos a liderar este puente madrid barcelona tan necesario para la cultura la lucha contra el cambio climatico las oportunidades y la defensa de sociedades abiertas madrid y barcelona juntas son imparables ;congratulations pepualcalde together we are going to lead this bridge madrid barcelona so necessary for the culture the fight against the climatic change the opportunities and the defense of open societies madrid and barcelona together are unstoppable
4347;es; iniciativas para el dia de la mujer y la nina en la ciencia en toda espana ;initiatives for the day of women and children in science in all of Spain
4348;es;las ministras y la esposa del presidente reivindicando derechos en el diadelamujer m no tengo palabras ;the ministers and the wife of the president vindicating rights in the diadelamujer m I have no words
4349;ca;l adeu a en moncho es tambe un adeu a un dels referents musicals del meu pare una figura destacada de la familia gitana de bcn descansi en pau ;"In addition to moncho, it is also one of my father&#39;s musical reference points, an outstanding figure of the Roma family of peace resting in peace"
4350;ca;respirem un aire contaminat que ens costa la salut i a vegades la vida cal accio politica i deixar d emparar un model de mobilitat privada que reporta milions d euros de beneficis a la industria automobilistica qualitataire rumb ;We breathe a contaminated air that costs us health and sometimes life requires political action and stop protecting a model of private mobility that reports millions of euros of benefits to the automotive industry qualitatiire course
4351;ca;gracies adicscv per ser hi llibertatpresospoliticsiexiliats usvolemacasa freeromeva ;Thank you for being a freelancer
4352;ca;comparteixo amb vosaltres l article piromans i bombers que em publica elperiodico espero que us interessi ;I share with you the article Pyromania and firemen published by the newspaper, I hope you are interested
4353;ca;hem invertit EUR en la millora del parc de bomberscat de vilafranca i seguirem invertint en els parcs d arreu de catalunya ;we have invested EUR in the improvement of the park of bomberscat of vilafranca and we will continue investing in the parks of catalunya
4354;ca;l ajuntament dona per dissolt el mercat de la miseria la miseria sense mercat continua pero queda degudament amagada i silenciada ;the city council dissolved the market of poverty misery without a market continues but is duly hidden and silenced
4355;eu;eskerrik asko martxelo otamendi bilbon raul en liburuaren aurkezpenean nirekin egoteagatik espero dut liburu honek euskal herrira ere espernaza y libertad ekartzea ;"thank you martxelo otamendi bilbon raul&#39;s book for me to be with me, I hope that this book will also bring hope and freedom to the Basque country"
4356;ca; han provar d acabar amb nosaltres amb menyspreu desinformacio garrotades amenaces i preso no se n han sortit ara volen un mort i el tindran si no som disciplinats el tothom a cara destapada qualsevol emmascarat o es idiota o es infiltrat ;They have tried to end us with contempt of misinformation, threats and prisoners have not come out now they want a death and they will have it if we are not disciplined everybody face uncovered any masquerade or is idiotic or infiltrated
4357;ca;el web de playcatalan promou la internacionalitzacio de projectes professionals catalans ;The playcatalan website promotes the internationalization of Catalan professional projects
4358;ca;des d avui i cada dia vull compartir amb vosaltres idees reflexions i vivencies sobre barcelona inspiratsperbcn ;From today and every day I want to share with you ideas, reflections and experiences about barcelona inspiratsperbcn
4359;en;looking back the world is fixated on the past how to get the best from an outbreak of nostalgia via theeconomist;looking back the world is fixated on the past how to get the best from an outbreak of nostalgia via theeconomist
4360;ca;ens traslladen a madrid gracies als companys de modul a lledoners amb qui hem compartit aquests mesos i tambe a treballadors i funcionaris gracies pel suport de tanta i tanta gent estem determinats en la defensa de la llibertat la democracia i la justicia visca catalunya ;we are moving to Madrid thanks to the companions of modul to lledoners with whom we have shared these months and also to workers and civil servants thanks for the support of so much and so many people we are determined in the defense of the freedom the democracy and the justice visca catalunya
4361;ca;bonissima tria la violetagr currant com ningu des del backstage fins al final de tot primariesbcn ;Beautifully choose violetagr currant like anyone from the backstage to the end of everything primariesbcn
4362;eu;molta sort zorte ona impulsar un referendum legal nuevo reto de gure esku dago euskal herria naiz ;Many good fortune to boost a legal referendum is a new challenge in our hands, I am Basque Country
4363;en;the pescongress welcomes you with inspiring quotes from socialdemocratic leaders like this one from our beloved and missed carme chacon en nuestro recuerdo siempre pesinlisbon socialism carmechacon ;the pescongress welcomes you with inspiring quotes from socialdemocratic leaders like this one from our beloved and missed carme chacon en nuestro recuerdo siempre pesinlisbon socialism carmechacon 
4364;es;otro exito planetario del populismo enganoso de ada colau gestionfracasada ;another planetary success of the deceitful populism of ada colau gestionfracasada
4365;es;por si quimtorraipla no se ha enterado aqui os dejo algunos libros que han visto la luz gracias a ed planeta ;in case you have not heard about it here I leave you some books that have seen the light thanks to ed planet
4366;ca;l unic que demostra la seva suposada denuncia de fakenews es la farsa del conflicte social alla esta ell exmilitant de fuerza nueva expressant se contra l independentisme enmig d independentistes una farsa alimentada a base de tones i tones de fakenews ;The only one who demonstrates his alleged denial of fakenews is the farce of the social conflict there he is exhaling of new force expressing himself against independentism in the midst of independentists a farce fed by tons and tons of fakenews
4367;es;trataron de eludir su responsabilidad en los tribunales pero no lo han conseguido gas natural debera pagar al ayuntamiento mas de millones de euros luchar contra el fraude fiscal de los grandes gobernar para la gente y no para los lobbies ;They tried to evade their responsibility in the courts but they have not achieved natural gas should pay the city council more than millions of euros fight against the tax fraud of the great govern for the people and not for the lobbies
4368;es;gracias fernando es importante para toda la sociedad la neutralidad politica de los organos de gobierno de las universidades para asi permitir que las personas puedan pensar libremente sin sumision al poder politico ;thanks fernando it is important for the whole society the political neutrality of the governing bodies of the universities to allow people to think freely without submission to the political power
4369;ca;molt mes que una trobada gemmasendra conversa debat dibuix compartit dels futurs que sabem possibles quin rol per cadascu com trenquem el cercle vicios de la precarietat economica i l escas protagonisme social dels museus i la cultura a la ciutat apassionant i exigent ;much more than a meeting gemasendra discussion debate shared drawing of futures that we know possible what role for Cadascu as we break the vicious circle of economic uncertainty and little social protagonism of museums and culture in the exciting and demanding city
4370;ca;un manifest rebutja la preso preventiva de liders sobiranistes per injustificada i desproporcionada i adverteix que aplicar tractament penal a un problema politic no ajudara a trobar vies de sortida dialogades ;a manifesto rejects the preventative imprisonment of sovereign leaders by unjustified and disproportionate and warns that applying criminal treatment to a political problem will not help to find dialogue pathways
4371;ca;moltes felicitats jordicabre amic company pel teu exit en guanyar el premisantjordi de novel la d aquest any tinc moltes ganes de llegir digues un desig el meu ja saps quin es i enhorabona tambe a tots els guardonats i guardonades de la nitdesantallucia d omnium ;many congratulations congratulate you friend friend for your success when winning the premisantjordi novel the one of this year I want to read a wish I already know what it is and also congratulations to all the winners and winners of the nitdesantallucia d omnium
4372;ca;ara que sabem que el trasllat dels presos es fara el de gener es un bon dia per recordar les promeses electorals i el ni un pas enrere de fa un any ;Now that we know that the transfer of the prisoners will be done the one of January is a good day to remember the electoral promises and neither a step back of a year ago
4373;ca;l acusacio pagada per la generalitat li demana anys de preso cada cop que en el nostre pais un periodista acaba assegut a la banqueta d acusats es una mala noticia per la llibertat de premsa ;The accusation paid by the generality asks for years of imprisonment every time that in our country a journalist ends up sitting on the bench accused is bad news for the freedom of the press
4374;es;las leyes de transitoriedad ya preveian la sumision del poder judicial a la politica con lo cual su actuacion es nefastamente coherente ;transitoriness laws already provided for the submission of the judiciary to the policy with which its performance is nefariously consistent
4375;es;es el unico remedio que les queda para que sus huelgas gubernamentales victimistas violentas y lideradas por condenados por terrorismo tengan algun efecto jonofaigvaga f y la mayoria de los catalanes tampoco ;It is the only remedy that is left for their government violent victimist strikes and led by condemned by terrorism have some jonofaigvaga effect and most of the Catalans either
4376;es; colau recorto mas de millones de EUR un menos de la inversion prevista en el plan de barrios los barrios son de los principales afectados de la paralisis municipal y de la incapacidad de la alcaldesa ;"colau cut more than millions of euros less than the investment planned in the neighborhood plan neighborhoods are the main affected municipal paralysis and the mayor&#39;s disability"
4377;ca;el psoe ja ha tancat el cercle colonial demostrant que som tan irrellevants que no decidim ni el nom de l aeroport ei pero el estao mas descentralizao d uropa ;the psoe has already closed the colonial circle showing that we are so irrelevant that we do not even decide on the name of the airport, but it is more decentralized than Uropa
4378;es;pongo pongo comomepongo concurs de pintura realista per sortejar el pongo mes gran queraltbadia jplansr jordimontanez airun paucastello alexcshorta senda ;Pongo Pongo Comomepongo realistic painting contest per draw the month great queraltbadia jplansr jordimontanez airun paucastello alexcshorta path
4379;ca;a castellar tothom desitja sort al president krls a les europees i a paucastellvi a les municipals per juntspcastellar i a jacs pel congres per girona ;In Castilian everyone wishes to luck President Krls to the Europeans and to the municipalities for a while, to castcast and to the congresses by girona
4380;ca;magnifica noticia l observatori catpaisatge presenta una nova eina l arxiu d imatges del paisatge de catalunya amb francescmauri sensibilitzar compartir preservar periodistescat ;"magnifica noticia l observatori catpaisatge presenta una nova eina l&#39;arxiu d&#39;imatges del paisatge de catalunya amb francescmauri sensibilitzar compartir preservar periodistescat"
4381;ca;el plesstg aprova per iniciativa ciutadana de rieradecassoles com ja havia fet el de gracia recuperar el nom de riera de cassoles de l avinguda princep d asturies moltes felicitats grup democrata erc bec c s pp ;the plesstg approves for citizen initiative of rieradecassoles as it had already done gracefully to recover the name of the plumage stream of the avenue princep d asturies many congratulations democratic group erc bec cs pp
4382;ca;el principal escandol al premi nadal festa de la lliure creacio literaria es que algu com el sr valls es permeti un atac frontal a la llibertat d expressio pero como permites esto referint se a les paraules de martigau sobre la preso i l exili ;the main scandal at the Christmas party celebration of free literary creation is that someone like Mr. Vallees allowed a frontal attack on freedom of expression but as you allow this by referring to the martial words about the prisoner and I exile
4383;ca;trobada amb l alcalde de londres sadiqkhan al city hall segur que triomfareu em diu quan li parlo de les primaries thank you mayor for your good wishes your work in london inspires us in barcelona mayoroflondon ;meeting with the Mayor of London Sadiqkhan in the city hall sure you will succeed me when I tell you about the primary thank you for your great wishes your work in London inspires us in barcelona mayoroflondon
4384;ca;a la presentacio del llibre de josepmvilalta que analitza trenta anys de politica cientifica a catalunya a ateneubcn amb la estherveraara com a conductora de l acte ;to the presentation of the book by josepmvilalta that analyzes thirty years of scientific politics in catalonia ateneubcn with estherveraara as conductor of the act
4385;ca;torra acusa tajani de convertir l eurocambra en un titella de la dreta espanyola ;Torra accused Tajani of converting Eurocambra into a puppet on the Spanish right
4386;ca;avui m han vingut a portar la pancarta que els antifeixistes de kiel van desplegar arran de la detencio a alemanya una pancarta que continua vigent per vergonya d espanya i europa cridem fort freiheit fur die katalanischen politischen gefangenen ;Today I have come to bring the banner that the anti-fascists of Kiel deployed following the arrest of German a banner that continues to be in force for shame in Spain and Europe we call strong freiheit fur die katalanischen politischen gefangenen
4387;ca;els ajuntaments no podem regular els preus del lloguer pero si q podem humanitzar la institucio i posar la al servei de la gent l unitat antidesnonaments sipho que crearem al ha ates ja mes de families mediar trobar solucions acompanyar ;the town councils we can not regulate the rent prices but if we can humanize the institution and put at the service of the people the unlocal unity which we will create to help more and more families to find solutions to accompany
4388;ca;dia compert a partir de les h a badalona al centre civic la salut parlant de defensa de les pensions publiques amb esquerrafederal a les h a l antiga fabrica estrella damm parlant d igualtat de genere amb lbtalks al vespre a catencomupodem comite de campanya ;day comedy from the badalona has in the center civic the health speaking of defense of the public pensions with esquerrafederal to the old hal fabrica star damm speaking of gender equality with lbtalks in the evening at catencomupodem campaign committee
4389;ca;us heu plantejat els benpensants que aquells que dieu que intoxiquen com a minim aconsegueixen que els vostres liders justifiquin el que se suposi que estiguin fent ho dic perque fiscalitzar els liders us podria anar be per evitar uns altres i d octubre ;You have raised the good-natured that those who say that they are getting intoxicated at least get your leaders to justify what they are supposed to do, saying that to check the leaders you could go well to avoid others in October
4390;es;el homenaje de edgardo dobry a ida vitale quien ha recibido merecidamente el premio cervantes una poesia despojada ;the homage of edgardo dobry to ida vitale who has deservedly received the cervantes prize a stripped-down poetry
4391;ca; mvagafeminista per visualitzar les discriminacions que patim les dones en tots els ambits per denunciar les violencies masclistes avui i cada dia combatrem les desigualtats a les que estem sotmeses donesambtotselsdrets m;Mvagafeminista to visualize the discrimination that women suffer in all areas to denounce the sexist violence today and every day we will fight against inequalities to which we are subjected,
4392;ca;no deixarem que els rancis ens tornin a la bcn trista i reaccionaria del nodo despres de les biennals de cultura i ciencia presentem la ta edicio de primaverarepublicana una setmana de festa art memoria i reflexio critica a tota la ciutat ;we will not let the rancis return to the sad and reactionary bcn of the node after the biennials of culture and science we present the edition of primaverarepublicana a week of celebration art memory and critical reflection throughout the city
4393;es; hoy es ya inaceptable que adacolau gaste EUR diarios en publicidad y comunicacion manana ademas sera ilegal tras convocarse las elecciones generales debe ponerse fin al nodo municipal de colau pagado por los barceloneses y que cuesta millones de euros al ano ;today it is already unacceptable that adacolau spend EUR per day on advertising and communication tomorrow will also be illegal after convening the general elections must end the municipal node of colau paid by the locals and that costs millions of euros a year
4394;ca;acte presentacio candidatures a les eleccions generals europees i locals amb jaumeasens ernesturtasun i adacolau les cotxeres de sants plenes ;act presentation nominations to the European and local general elections with jaumeasens ernesturtasun and adacolau the garages of full saints
4395;ca;filologa eminent rigorosa i sempre disposada a treballar per la nostra llengua va fer una feina imprescindible en un moment d incerteses i esperances alhora gracies per ajudar a salvar els mots descansi en pau ;a rigorous eminent philologist and always willing to work for our language did an indispensable job at a time of uncertainties and hopes at the same time thanks to help save the words rest in peace
4396;ca;despres d un dia precios als cimsxlallibertat tornem a la realitat fiscalia demana rebel lio i anys de preso i nosaltres cridem fort ni rebel lio ni sedicio ni malversacio llibertat judiciinjust vergonya acusemalestat prou;"after a day prices at the summits, we are returning to the reality of the public prosecutor&#39;s office asking for rebel and years of imprisonment and we call neither strong nor rebel nor sedition nor embezzlement freedom judiciinjust shame accused enough"
4397;es;los mejores exitos para el nuevo gobierno de espana especialmente a nuestra ministra catalana dolorsmm ppcatalunya ppopular;the best successes for the new government of Spain especially our Catalan minister dolorsmm ppcatalunya ppopular
4398;ca;la justicia ens dona la rao la suspensio de llicencies d allotjaments turistiques es plenament legal l actuacio va ser justa i rigorosa volem un turisme sostenible no depredador volem que es respecti barcelona i els seus veins i veines ;justice gives us the reason the suspension of tourist accommodation licenses is fully legal the action was fair and rigorous we want sustainable tourism not predatory we want to respect Barcelona and its neighbors
4399;ca;barcelona estima la diversitat cap expresio d odi te cabuda a la nostra ciutat stophomofobia ;barcelona loves diversity, no expression of hatred places you in our city stophomophobia
4400;ca;en lloc de defensar la posicio l alcaldessa s amotlla a les enquestes i envia desenes de policies a fer fora els manters fan el mateix amb tot no hi haura una sola conviccio que pels motius que sigui no hagin abandonat ;Instead of defending the position, the mayoress examines the polls and sends dozens of police officers to make out the dooms they do the same with everything there will be no single conviction that for whatever reason they have not abandoned
4401;es;o estas conmigo o estas contra mi sin matices ni espacio para la discrepancia el insulto i el escrache sustituyen la argumentacion y el debate con el apoyo del govern i el ayuntamiento de bcn yo no secundo ni acepto ni tolero la imposicion tengo voz y el deber d levantarla ;or are you with me or are you against me without nuances or space for discrepancy the insult and the escrache substitute argumentation and debate with the support of the government and the city council of bcn I do not second nor accept nor tolerate the imposition I have voice and duty lift it
4402;ca;em semblaria be investir krls si tenim clar que farem l endema prego als que hi insisteixen que aclareixin aquest punt si es tracta de repetir l experiencia del no em sembla una bona idea;I think it would be investing krls if we are clear that we will do the same thing to those who insist that they clarify this point if it is a question of repeating the experience I do not think a good idea
4403;es;con ls amigs del ppcatalunya disfrutando de un gran partido de espana juntssumem juntossumamos ;with ls amigs of ppcatalunya enjoying a great match of españa juntssumem together sumsuma
4404;es;ciutadanscs hoy en la inauguracion del salon internacional de turismo cataluna btravel en firabarcelona casi stands nacionales e internacionales con ofertas innovadoras a los que se incorporan startups tecnologicas relacionadas con el turismo btravelshow btravelpro ;ciutadanscs today at the inauguration of the international tourism fair cataluna btravel in firabarcelona almost national and international stands with innovative offers to which technology startups related to tourism are incorporated btravelshow btravelpro
4405;ca;a la justicia ja hi he donat la cara concretament a la justicia belga i a la justicia alemanya i en ambdos casos la justicia espanyola ha retirat el mandat d arrest a part del fet que la justicia alemanya no va veure la rebel lio de que se ns acusa per enlloc ;Justice has already given my face specifically to the Belgian justice and German justice and in both cases the Spanish justice has removed the arrest warrant aside from the fact that German justice did not see the rebel that I was accused for nowhere
4406;ca;veto europeu als plastics que mes s abandonen i contaminen els oceans plats i coberts d un sol us canyetes i bastonets de les orelles la ce proposa prohibir ne la venda residuzero plasticsstrategy passonplastic ecodisseny circulareconomy ;European veto to plastics that are more abandoned and contaminate the oceans plates and cutlery of a single tinnitus and sticks of the ears ce ce proposes to prohibit the sale residual plasticsstrategy passonplastic ecodesign circulareconomy
4407;es;en la madrugada de hoy el periodista luiscarlos ha sido secuestrado por la policia represora de maduro igual que el diputado juanrequesens dos disidentes venezolanos y espanoles injustamente secuestrados en el sebin sin que sanchezcastejon exija nada venezuela;At dawn today the journalist Luis has been kidnapped by the repressive police as mature as the deputy juanrequesens two Venezuelan and Spanish dissidents unjustly kidnapped in the sebin without sanchezcastejon demand anything venezuela
4408;ca;junts raquelsjimenez portant el dialeg l agenda social i la convivencia a tots els municipis ;together raquelsjimenez bringing the dialogue social agenda and coexistence to all municipalities
4409;ca;bona noticia tot i la negativa d generalitat hem aconseguit q l atm congeli les tarifes d transport public pel calia fer ho es un servei imprescindible pels veins es d la ciutat ara cal aprovar els pressupostos estatals x recuperar inversio i canviar el sistema tarifari ;"good news despite the general negativity we have managed to meet the public transportation rates for what must have been done as a must-have service for the city&#39;s neighboring cities now it is necessary to approve the state budgets x to reverse the investment and change the rate system"
4410;ca;tinc el convenciment q l arquitectura es un ambit amb un potencial de futur extraordinari i que podem aprofitar millor la seva trajectoria;I have the conviction ql architecture is an area with an extraordinary future potential and that we can better take advantage of its trajectory
4411;ca;despres de siria sembla que el proper tema estrella de l imperialisme sera l iran per anar se preparant contra el que ens vulguin explicar els mitjans ;after Syria it seems that the next issue of imperialism will be going to go preparing against what we want to explain the means
4412;ca;el tc ha sigut molt clar en atribuir se les funcions de la mesa del parlament trucades de sss executiu al tc judicial per interferir en el parlament legislatiu separacio de poders ;the tc has been very clear in attributing the functions of the parliament table calls of executive sss to judicial tc to interfere in the legislative parliament separating powers
4413;es;las medidas que se van a la papelera por la pinza entre independentistas y derecha en pge violencia de genero pobreza infantil i d i infraestructuras desempleo dependencia cuidados copago becas tasas universitarias vivienda o escuela ;the measures that are going to the paper for the clamp between pro-independence and right in pge gender violence child poverty idi infrastructures unemployment dependency care copay scholarships university fees housing or school
4414;ca;quina manera de mentir la meva unitat mai va rebre cap instruccio durant el i jo mai vaig parlar amb ell ni ningu altre de l estat sent directora general de la generalitat ;how to lie my unit never received any instruction during it and I never talked to him or anyone else from the state being general manager of the generality
4415;ca;amb el prego de l esplai la sagrera iniciem festesdeprimavera anys educant el el lleure i apostant per la millora social gracies a la festeslasagrera per aquests mes de anys de festa petita ;With the prayer of the recreation, the Sagrera started the holidays of the past years educating leisure and betting on the social improvement thanks to the festaslasagrera for these months of small festivity
4416;ca;les imatges d avui a madrid s haurien d emetre en blanc i negre casado i rivera volen fer historia la mes negra d espanya avui han fracassat dema sanchez hauria de tornar a la valentia del dialeg nomes alli hi ha futur ;the images of today in Madrid should be issued in black and white married and rivera want to make history the blackest of Spain today have failed Ms Sanchez should return to the bravery of the dialogue only there is future
4417;ca;la placa sant jaume plena de fraternitat i feminisme contra el pactodelaverguenza de pp cs i vox barcelona amb els drets de les dones d andalusia cappasenrere ;the plaque sant jaume full of fraternity and feminism against the pactodelaverguenza of pp cs and vox barcelona with the rights of women of andalusia cappasenrere
4418;es;el pp en bcn no solo no condena el franquismo tambien ficha como alcaldable a un nostalgico del regimen y el f pero los q remueven las heridas son los q piden justicia y reparacion ;the pp in bcn not only does not condemn the Francoism, it also records as mayor a nostalgic of the regime and the f, but those who remove the wounds are those who ask for justice and reparation
4419;ca;despres de les paraules de l oriol junqueras en quimforn en jorditurull i ara en raulromeva ningu que estimi el dret ningu que estimi la democracia no pot deixar d alcar la seva veu contra un escandol que es va fent gran cada dia que passa freecatalanpoliticalprisoners ;after the words of the jeronimos oriol at the end of the day and now it is raulmonous for anyone who loves the right, nobody who loves democracy can not stop voicing his voice against a scandal that is becoming great every day that happens freecatalanpoliticalprisoners
4420;ca;la diversitat fa gran una ciutat i el repte es fer politiques municipals q la posin en valor com el nou model d escola bressol iniciat a l ebm aurora al raval amb horaris ampliats i espai familiar socioeducatiu un projecte comunitari pioner q dibuixa la barcelona del futur ;diversity is a city and the challenge is to make municipal policies that value it as the new model of nursery school initiated at ebm aurora at the raval with extended hours and socioeducational family space a pioneering community project that draws Barcelona from the future
4421;ca; catalonia and the trial on the referendum a challenge for the eu conferencia conjunta amb el president quimtorraipla a brussel les pots seguir la en directe aqui catalaneu;catalonia and the trial on the referendum a challenge for the eu joint conference with the president quimorraipla in brussel you can follow live here catalane
4422;es;el psoe admite que si los ciudadanos quieren la independencia la democracia debera darsela a los que estamos dando la cara fuera sin mirar el color del gobierno de espana estas cosas nos dejan desarmados espero que se produzca un desmentido ;the PSOE admits that if citizens want independence, democracy should be given to those of us who are facing off without looking at the color of the Spanish government. These things leave us unarmed. I hope that a denial will occur.
4423;ca;arxivada la causa contra en jordi el mecanic de reus acusat d odi per no voler arreglar el cotxe d una policia nosurrender ;Filed the case against in Jordan the mechanic of defendants accused of hate not wanting to fix the car of a police nosurrender
4424;es;el pleno municipal ha aprobado mi propuesta d reprobacion a adacolau la septima del mandato desde el ppbcn hemos constatado la fracasada gestion d la alcaldesa q gobierna d espaldas a los barceloneses e incumpliendo acuerdos municipales y sus propias promesas electorales ;the municipal plenary has approved my proposal d reprobacion a adacolau the seventh mandate from the ppbcn we have seen the failed management of the mayor who governs q d back to Barcelona and breach municipal agreements and their own electoral promises
4425;ca;a soler la gent s ha habituat tant a simbologia llacista als edificis oficials q obliden q aquests edificis son d tots els ciutadans en un pais democratic els edificis estarien verges de simbologia pero l actual govern catala d democratic en te poc ;In soler people have been accustomed to both lake symbols in the official buildings that forget that these buildings are of all the citizens in a democratic country buildings would be virgins of symbolism but the current Catalan government of democracy in little tea
4426;ca;sr joseantich aixo que heu fet pot ser constitutiu de delicte i es d una manca d etica periodistica que mereixerieu us tanquin enblau i periodistescat us obri expedient disciplinari l estat serologic es una informacio privada protegida per llei apdcat oclh cuplgbtiq ;Mr. Joseantich, what you have done can be a criminal offense and there is a lack of ethics journalism that deserves to close you up and journalist you open the disciplinary file. The state of serology is a private information protected by law, apdcat oclh cuplgbtiq
4427;ca;abans de marxar de lledoners vaig contestar les preguntes de la marinaftorne per una entrevista a elnacionalcat moltes gracies que avui ja podeu llegir en aquest enllac ;Before leaving for lledoners I answered the questions of the marinaftorne for an interview with the nationalist thank you very much that you can read in this link today
4428;ca;bon ambient als premis de fomenttreball moltes esperances dipositades en aquesta trobada institucional que ha de sortir be per al be de tothom benvingutpresident amb jaumecollboni laiabonetrull salvadorilla miqueliceta ;Good atmosphere in the prizes of encouragement, and many hopes deposited in this institutional meeting, which must be good for the good of everyone, welcome president with jaumecobboni laiabonetrull salvadorilla miqueliceta
4429;fr;c est inoui que des professeurs americains de sciences politiques demandent au pouvoir executif espagnol d influencer le pouvoir judiciaire ils devraient relire montesquieu l espagne est une democratie avec une separation de pouvoirs univconvivencia ;it is incredible that American professors of political science ask the Spanish executive power to influence the judicial power they should reread montesquieu Spain is a democracy with a separation of powers univconvivencia
4430;es;el tribunal de justicia de la ue esta contribuyendo de manera decisiva a incrementar los derechos de la ciudadania europea uno de los mejores ejemplos de que puede hacer europa por nosotros y como las instituciones pueden reforzar a la union ;The EU Court of Justice is making a decisive contribution to increasing the rights of European citizenship, one of the best examples of what Europe can do for us and how institutions can strengthen the Union
4431;ca;l independentisme amplia la base amb la gent que es expulsada d uns comuns que cada vegada demostren mes el seu nacionalisme espanyol ;Independentism expands the base with the people who are expelled from communes that increasingly demonstrate their Spanish nationalism
4432;ca;el debat sobre com explicar la ciencia que organitza ideograma vol ajudar a veure les diferencies entre allo que es valora com important per a la carrera d un recercador i el que implica fer un esforc de divulgacio i implicacio ciutadana ciutaticiencia;the debate on how to explain the science that organizes ideogram wants to help to see the differences between garlic that is valued as important for the career of a researcher and what it implies to make an effort of public dissemination and implication ciutaticiencia
4433;ca;correccio nomes convoquem a un per dema teniem desnonaments malgrat els esforcos de la unitat antidesnonaments de l ajuntament i fins que tinguem lleis que posin limits al mercat privat convoquem h c obradors stopdesnonaments;Correction we only call one by one we had eviction in spite of the efforts of the unlocal unity of the city council and until we have laws that limit the private market, we would like to congratulate you.
4434;ca;avui de nou elravalesmoltmes dinar popular a salvador segui i mostra de comerc i cous cous a riera baixa i a les encesa de llums km a salvador segui ;Today again Elravalesmoltmes popular lunch in Salvador follows and shows food and cousin at low waterfall and lighting lamps km to Salvador follow
4435;ca;amb barahonaraul hem visitat lacasadelsxuclis una oportunitat per coneixer i reconeixer de primera ma la magnifica feina d afanoc anys de l associacio creada per un grup de mares i pares compromesos gracies gracies gracies ;With barahonaraul we have visited lacasadelsxuclis an opportunity to know and recognize first hand the magnificent work of afanoc years of the association created by a group of mothers and engaged parents thanks thanks
4436;en; once you have concentrated economic power that leads to concentrated political power and that s pretty dangerous for democracy quan l apujament d impostos es a l agenda politica warren sanders i ocasio ; once you have concentrated economic power that leads to concentrated political power and that s pretty dangerous for democracy quan l apujament d impostos es a l agenda politica warren sanders i ocasio 
4437;ca;junqueras des de lledoners la violencia es la resposta d aquells que volen imposar se per la forca tot el meu suport a jordiborras que sempre ha denunciat aquest tipus d accio una abracada jordi ;Junkers from Lledoners, violence is the response of those who want to impose all the support of Jordiborras by force that has always denounced this type of action a hug Jordi
4438;es;comprendo las reivindicaciones de los trabajadores de tmbbarcelona que se sienten enganados por adacolau pero hay muchos mas dias del ano para protestar que no el mwc estos dias lo mas importante es barcelona otro fracaso de colau boubcn ;I understand the demands of the workers of tmbbarcelona who feel deceived by adacolau but there are many more days of the year to protest that not the mwc these days the most important thing is barcelona another failure of colau boubcn
4439;ca;un sant jordi ben groc pensant en vosaltres us estimem jcuixart jordialapreso jorditurull joseprull krls junqueras forcadellcarme quimforn dolorsbassac raulromeva claraponsati puiggordi tonicomin meritxellserret martarovira annagasabate ;a saint jordi well yellow thinking of you we love jcuixart jordialapreso jorditurull joseprull krls junqueras forcadellcarme quimforn dolorsbassac raulromeva claraponsati puiggordi tonicomin meritxellserret martarovira annagasabate
4440;ca;un orgull poder presentar l elsaartadi en l acte de presentacio de juntsxcat a barcelona es la llista que estavem esperant gracies neusmunte ferranmascarell per ser hi i sobretot gracies amic quimforn pel teu lideratge som hi ;a pride to be able to present elaartadi in the act of presentation of juntsxcat in barcelona is the list that we were waiting for thanks neusmunte ferranmascarell to be there and above all thanks friend for your leadership we are there
4441;ca;dema sere a altafulla per participar a la presentacio del llibre sobre la republica catalana del prof lopezbofill un dels estudis mes complets sobre el dret a l autodeterminacio ;It will be at altafulla to participate in the presentation of the book on the Catalan Republic of Prof. Lopezbofill one of the most complete studies on the right to self-determination
4442;en; pedro sanchez the hot new thing profile by politicoeurope of sanchezcastejon leadership has a lot to do with grasping and understanding the mood of citizens politico ; pedro sanchez the hot new thing profile by politicoeurope of sanchezcastejon leadership has a lot to do with grasping and understanding the mood of citizens politico 
4443;ca; emparmoliner acompanya a la familia de l oriol junqueras a estremera que l oriol el quim i els jordis estiguin a la preso si que es insultant enric millo freejunqueras llibertatpresospolitics ;emparmoliner accompanies the family of the oriol junqueras to shame that l oriol el quim and the jordis are in prison if they are insulting Enrique Milo freejunqueras freedompresospolíticos
4444;es;ada colau pretende maquillar con bonos verdes los agujeros negros de su gestion en anos acumula incumplimientos en vivienda publica gastos sociales y energias limpias y superavits de millonesEUR que hacen innecesarios nuevos endeudamientos stopcolau albertofdezxbcn;ada colau intends to make up with green bonds the black holes of its management in years accumulates defaults in public housing social expenditures and clean energies and surpluses of millions of euros that make new indebtedness unnecessary stopcolau albertofdezxbcn
